날짜,대여 자전거 수,시간(시),온도(°C),습도(%),풍속(m/s),가시거리(10m),태양 복사 에너지(MJ/m²),강수여부,적설여부,계절,공휴일 여부
2018-07-21,684,2,26.4,72,0.2,1766,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-20,973,13,24.2,30,1.5,835,3.03,비 아님,눈 아님,봄,공휴일 아님
2018-07-02,40,6,20.7,97,0.3,1262,0.0,비,눈 아님,여름,공휴일 아님
2018-02-11,147,19,-5.2,66,3.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-10-05,329,3,18.0,61,1.8,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-21,1152,14,28.0,39,2.6,1833,3.14,비 아님,눈 아님,여름,공휴일 아님
2018-05-22,1438,11,21.9,55,1.4,1820,1.87,비 아님,눈 아님,봄,공휴일
2018-10-25,779,10,13.4,53,1.1,1768,1.53,비 아님,눈 아님,가을,공휴일 아님
2018-04-04,1284,8,10.3,86,2.5,2000,0.15,비 아님,눈 아님,봄,공휴일 아님
2018-02-07,320,17,-2.3,20,2.2,1994,0.77,비 아님,눈 아님,겨울,공휴일 아님
2018-07-26,966,9,29.1,69,1.0,853,0.67,비 아님,눈 아님,여름,공휴일 아님
2018-05-26,2020,18,27.0,33,2.2,822,1.07,비 아님,눈 아님,봄,공휴일 아님
2018-03-28,494,10,14.7,62,2.9,684,1.59,비 아님,눈 아님,봄,공휴일 아님
2018-02-09,238,11,-0.2,31,0.8,1269,0.5,비 아님,눈 아님,겨울,공휴일 아님
2018-09-16,432,2,22.8,85,0.8,708,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-15,161,5,17.4,86,1.1,1820,0.0,비,눈 아님,여름,공휴일 아님
2018-05-30,1150,7,18.9,85,0.6,289,0.12,비 아님,눈 아님,봄,공휴일 아님
2018-02-03,92,22,-9.7,45,3.0,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-17,1146,11,23.6,63,0.7,523,0.93,비 아님,눈 아님,여름,공휴일 아님
2018-05-28,134,4,17.2,0,0.4,1619,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-24,211,19,-13.8,32,2.2,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-10-18,2154,8,8.5,77,0.5,1995,0.21,비 아님,눈 아님,가을,공휴일 아님
2018-08-12,196,5,27.7,65,1.4,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-25,858,10,26.3,67,3.2,1673,1.48,비 아님,눈 아님,여름,공휴일 아님
2018-09-07,259,3,21.1,75,1.8,1551,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-08-20,1999,20,29.8,61,3.4,1525,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-03,193,5,17.1,66,0.3,1370,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-07,697,12,6.0,23,4.2,1990,2.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-21,226,23,1.5,86,1.2,1495,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-15,234,4,21.2,83,0.6,2000,0.0,비,눈 아님,가을,공휴일 아님
2018-08-16,381,2,28.1,68,0.8,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-10-18,1191,7,7.7,81,0.4,1992,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-10-30,965,15,10.9,33,2.6,1963,1.73,비 아님,눈 아님,가을,공휴일 아님
2017-12-04,186,1,4.3,87,0.5,221,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-10-29,434,0,5.3,81,1.7,1993,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-30,1406,8,11.5,60,1.6,550,0.42,비 아님,눈 아님,봄,공휴일 아님
2018-02-14,288,11,6.3,67,3.5,1179,0.52,비 아님,눈 아님,겨울,공휴일 아님
2018-05-24,1087,12,22.1,36,5.3,1696,3.2,비 아님,눈 아님,봄,공휴일 아님
2018-11-01,1899,8,2.8,74,0.9,1366,0.13,비 아님,눈 아님,가을,공휴일 아님
2018-06-16,583,7,17.0,60,1.1,1993,0.47,비 아님,눈 아님,여름,공휴일 아님
2018-09-21,47,9,18.2,96,1.3,1251,0.21,비,눈 아님,가을,공휴일 아님
2018-02-22,404,16,5.0,50,4.3,1121,0.74,비 아님,눈 아님,겨울,공휴일 아님
2018-07-07,1191,0,21.5,56,1.8,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-19,818,19,8.4,51,3.3,1977,0.01,비 아님,눈 아님,봄,공휴일 아님
2018-05-08,712,0,16.4,72,0.8,1046,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-12,246,13,-2.7,29,2.9,1961,2.29,비 아님,눈 아님,겨울,공휴일 아님
2018-01-20,118,3,-0.9,65,0.2,1359,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-19,1165,21,14.2,44,2.4,1290,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-08,136,0,-8.2,50,1.1,1850,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-27,2200,21,23.3,71,1.3,1145,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-31,1869,17,29.1,49,2.8,1969,1.57,비 아님,눈 아님,여름,공휴일 아님
2018-02-27,102,3,1.1,44,1.0,1128,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-09,552,0,11.6,57,1.9,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-02,146,7,-4.4,81,2.5,1276,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-22,752,16,10.3,34,3.8,1850,1.93,비 아님,눈 아님,봄,공휴일 아님
2018-04-25,906,23,14.0,45,0.6,1901,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-13,2000,21,23.8,67,0.6,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-28,1839,18,17.0,53,3.1,1855,0.35,비 아님,눈 아님,봄,공휴일 아님
2017-12-08,233,0,-3.5,49,2.6,1893,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-17,1918,8,23.5,44,1.7,1944,0.98,비 아님,눈 아님,여름,공휴일 아님
2018-11-08,148,8,10.6,89,1.5,689,0.02,비 아님,눈 아님,가을,공휴일 아님
2018-06-30,468,7,22.5,86,0.6,299,0.07,비 아님,눈 아님,여름,공휴일 아님
2018-07-20,2419,18,33.9,42,2.0,1969,1.25,비 아님,눈 아님,여름,공휴일 아님
2018-05-23,1125,9,16.0,60,1.9,1992,1.98,비 아님,눈 아님,봄,공휴일 아님
2018-04-09,197,0,3.2,84,0.6,785,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-03,279,13,-2.2,31,2.3,1910,1.13,비 아님,눈 아님,겨울,공휴일 아님
2018-04-25,1900,8,8.8,37,0.9,1939,0.89,비 아님,눈 아님,봄,공휴일 아님
2018-01-31,96,1,-1.6,81,1.1,1141,0.0,비 아님,눈,겨울,공휴일 아님
2018-05-11,724,0,12.5,84,1.5,334,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-11,1233,7,6.3,65,1.0,2000,0.01,비 아님,눈 아님,가을,공휴일 아님
2018-07-24,1773,22,29.8,66,3.2,1511,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-21,295,18,2.5,24,2.0,2000,0.02,비 아님,눈 아님,겨울,공휴일 아님
2018-06-28,1209,15,26.4,76,3.7,1370,1.01,비 아님,눈 아님,여름,공휴일 아님
2018-09-01,1480,15,30.0,45,0.9,2000,2.1,비 아님,눈 아님,가을,공휴일 아님
2018-04-15,62,15,13.1,54,4.1,1264,1.98,비 아님,눈 아님,봄,공휴일 아님
2018-08-02,1375,22,32.9,64,1.0,1088,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-03,1393,13,29.4,24,2.7,1905,3.18,비 아님,눈 아님,여름,공휴일 아님
2018-06-24,561,8,21.3,78,0.7,351,0.51,비 아님,눈 아님,여름,공휴일 아님
2018-10-05,223,5,17.6,57,1.1,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-02,262,2,-2.9,86,1.5,1256,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-09-25,1522,14,23.7,28,1.4,2000,2.77,비 아님,눈 아님,가을,공휴일
2018-09-02,1336,0,23.5,56,1.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-19,292,10,9.1,77,2.7,1587,0.27,비 아님,눈 아님,봄,공휴일 아님
2018-03-19,393,11,10.2,65,3.3,2000,0.57,비 아님,눈 아님,봄,공휴일 아님
2018-01-24,71,6,-15.7,29,2.5,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-08-28,482,2,23.2,88,0.6,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-18,845,11,15.5,22,1.4,1762,2.82,비 아님,눈 아님,봄,공휴일 아님
2018-04-17,1727,18,17.1,31,3.3,1501,0.93,비 아님,눈 아님,봄,공휴일 아님
2018-03-08,594,16,9.5,56,3.1,994,1.1,비 아님,눈 아님,봄,공휴일 아님
2018-05-23,1588,22,14.8,59,1.0,1740,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-31,141,5,4.1,74,0.9,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-21,288,20,0.2,72,0.7,990,0.0,비 아님,눈,겨울,공휴일 아님
2018-09-15,1017,10,24.4,65,1.6,1972,1.42,비 아님,눈 아님,가을,공휴일 아님
2017-12-19,55,5,-3.9,66,0.7,1209,0.0,비 아님,눈,겨울,공휴일 아님
2018-07-01,865,0,22.6,88,0.2,1259,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-10-10,1097,9,12.0,72,3.3,1650,0.68,비 아님,눈 아님,가을,공휴일 아님
2018-05-25,1106,13,25.6,26,2.7,1747,3.36,비 아님,눈 아님,봄,공휴일 아님
2018-03-11,80,4,4.2,81,1.3,333,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-25,1961,17,19.2,36,0.7,1643,0.38,비 아님,눈 아님,가을,공휴일 아님
2018-07-29,1108,23,29.9,45,1.4,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-08,59,5,1.3,51,1.6,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-05-28,2060,17,26.9,45,3.5,990,1.64,비 아님,눈 아님,봄,공휴일 아님
2018-08-14,2305,18,33.7,53,2.4,2000,0.78,비 아님,눈 아님,여름,공휴일 아님
2018-10-29,906,22,5.1,58,2.2,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-02-18,191,22,-0.3,34,1.6,1981,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-19,1821,21,27.9,61,0.7,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-25,2416,18,32.2,58,2.5,1553,0.44,비 아님,눈 아님,여름,공휴일 아님
2018-03-10,757,13,8.2,42,3.1,1261,2.66,비 아님,눈 아님,봄,공휴일 아님
2018-08-07,961,9,29.3,66,1.1,2000,1.07,비 아님,눈 아님,여름,공휴일 아님
2018-01-13,43,7,-6.5,68,0.6,571,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-14,1177,16,31.7,55,2.3,1895,2.16,비 아님,눈 아님,여름,공휴일 아님
2018-07-10,1209,7,21.1,95,0.4,2000,0.14,비 아님,눈 아님,여름,공휴일 아님
2018-05-24,1838,21,19.3,50,1.7,1381,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-11-26,1524,8,2.0,84,1.1,396,0.03,비 아님,눈,가을,공휴일 아님
2018-02-26,619,19,5.5,30,2.7,1150,0.01,비 아님,눈 아님,겨울,공휴일 아님
2018-06-30,625,3,21.9,88,0.9,274,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-05,334,11,-3.9,25,0.0,1959,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-11,34,4,-7.5,42,2.4,1998,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-31,265,5,14.4,82,1.2,708,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-28,105,22,-7.9,40,2.5,1997,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-23,63,6,5.1,81,1.3,375,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-06,217,9,-12.3,39,3.7,1984,0.45,비 아님,눈 아님,겨울,공휴일 아님
2018-11-04,720,0,9.1,63,0.6,1292,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-25,107,9,-4.6,40,3.5,2000,0.18,비 아님,눈 아님,겨울,공휴일
2018-11-28,450,0,5.1,36,2.2,774,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-27,1238,9,20.0,96,1.6,287,0.39,비 아님,눈 아님,여름,공휴일 아님
2018-02-06,438,8,-12.7,41,3.1,2000,0.02,비 아님,눈 아님,겨울,공휴일 아님
2018-10-19,491,6,7.2,77,0.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-13,112,4,9.7,29,1.8,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-24,45,5,24.6,88,1.5,1967,0.0,비,눈 아님,여름,공휴일 아님
2017-12-21,243,11,-0.7,62,0.7,519,0.77,비 아님,눈,겨울,공휴일 아님
2018-07-26,644,10,29.5,68,1.8,946,0.54,비 아님,눈 아님,여름,공휴일 아님
2017-12-10,243,2,0.2,52,0.7,1726,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-03,920,18,13.9,26,1.9,1995,0.41,비 아님,눈 아님,봄,공휴일 아님
2018-09-02,1986,19,27.3,54,1.5,2000,0.05,비 아님,눈 아님,가을,공휴일 아님
2018-04-18,1209,21,12.1,40,2.0,1308,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-20,1786,18,19.1,77,2.5,2000,0.08,비 아님,눈 아님,가을,공휴일 아님
2018-01-05,362,12,-0.3,45,2.2,1066,1.01,비 아님,눈 아님,겨울,공휴일 아님
2018-03-05,232,10,4.4,80,1.8,2000,0.56,비 아님,눈 아님,봄,공휴일 아님
2018-03-30,939,12,19.1,26,1.6,1704,2.73,비 아님,눈 아님,봄,공휴일 아님
2018-02-26,135,0,-0.9,60,0.7,1844,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-13,890,16,17.6,53,3.7,1735,1.4,비 아님,눈 아님,봄,공휴일 아님
2018-06-06,1624,22,20.8,78,1.8,763,0.0,비 아님,눈 아님,여름,공휴일
2018-02-03,107,21,-9.1,38,2.7,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-11,63,6,3.4,85,1.5,234,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-11,518,6,6.6,65,1.6,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-28,1000,11,19.0,30,3.0,1719,2.84,비 아님,눈 아님,봄,공휴일 아님
2018-03-18,365,18,10.4,47,0.4,824,0.14,비 아님,눈 아님,봄,공휴일 아님
2017-12-17,223,13,-4.5,25,3.2,1989,1.14,비 아님,눈 아님,겨울,공휴일 아님
2018-01-24,132,21,-14.7,40,3.2,1933,0.0,비 아님,눈,겨울,공휴일 아님
2018-07-10,1603,17,26.5,76,1.0,1400,0.36,비 아님,눈 아님,여름,공휴일 아님
2017-12-06,144,1,-3.0,79,0.0,293,0.0,비 아님,눈,겨울,공휴일 아님
2017-12-17,266,17,-3.8,35,2.4,2000,0.17,비 아님,눈 아님,겨울,공휴일 아님
2018-02-22,331,14,4.8,50,4.3,1168,1.01,비 아님,눈 아님,겨울,공휴일 아님
2018-04-05,21,6,7.5,94,2.4,511,0.0,비,눈 아님,봄,공휴일 아님
2018-03-11,530,20,6.7,32,1.9,1722,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-04-04,668,23,10.2,58,2.4,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-11-13,718,23,7.6,49,0.6,1971,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-30,1130,7,26.8,59,1.1,2000,0.28,비 아님,눈 아님,여름,공휴일 아님
2018-08-15,1008,23,28.5,69,1.1,2000,0.0,비 아님,눈 아님,여름,공휴일
2018-04-30,132,4,14.6,57,1.2,495,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-11,922,10,21.9,43,1.1,2000,1.89,비 아님,눈 아님,가을,공휴일 아님
2018-08-29,24,19,23.5,97,0.3,323,0.0,비,눈 아님,여름,공휴일 아님
2018-08-08,183,4,28.0,85,1.0,1079,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-24,145,21,0.4,69,3.5,477,0.0,비 아님,눈 아님,겨울,공휴일
2018-03-13,1085,17,16.9,62,3.1,1562,0.95,비 아님,눈 아님,봄,공휴일 아님
2018-10-21,1642,14,20.1,23,2.3,1896,2.23,비 아님,눈 아님,가을,공휴일 아님
2018-08-05,401,3,27.3,84,1.7,1089,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-11,119,7,2.9,84,1.9,241,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-20,172,1,-0.5,76,1.6,402,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-28,217,15,-1.9,23,4.3,2000,0.7,비 아님,눈 아님,겨울,공휴일 아님
2017-12-23,99,7,5.1,82,0.7,334,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-09-25,1747,15,24.1,26,1.6,2000,2.38,비 아님,눈 아님,가을,공휴일
2018-05-07,2392,17,25.5,31,2.3,1974,1.5,비 아님,눈 아님,봄,공휴일 아님
2018-05-20,1680,14,20.3,30,1.8,2000,1.01,비 아님,눈 아님,봄,공휴일 아님
2018-07-29,1141,18,35.8,35,1.3,2000,1.21,비 아님,눈 아님,여름,공휴일 아님
2018-01-29,438,18,-6.6,34,2.5,2000,0.06,비 아님,눈 아님,겨울,공휴일 아님
2018-04-22,631,12,18.9,44,0.9,1910,0.75,비 아님,눈 아님,봄,공휴일 아님
2018-05-18,509,13,16.7,93,1.0,1373,0.72,비,눈 아님,봄,공휴일 아님
2018-01-20,220,21,2.1,48,2.8,346,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-29,2103,22,24.2,80,1.3,500,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-25,232,5,23.3,79,1.7,1592,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-24,487,2,28.6,66,0.9,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-30,238,14,-1.1,46,2.1,1437,0.72,비 아님,눈 아님,겨울,공휴일 아님
2018-02-19,388,21,1.8,63,1.2,604,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-20,237,17,-0.9,70,1.1,299,0.02,비 아님,눈,겨울,공휴일 아님
2018-08-12,520,8,28.6,54,1.1,2000,0.82,비 아님,눈 아님,여름,공휴일 아님
2018-05-17,26,22,20.2,98,0.5,468,0.0,비,눈 아님,봄,공휴일 아님
2018-01-06,354,17,1.1,31,1.7,1989,0.26,비 아님,눈 아님,겨울,공휴일 아님
2017-12-03,117,3,3.4,71,1.6,1011,0.0,비,눈 아님,겨울,공휴일 아님
2018-10-05,973,0,19.0,64,1.9,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-05-22,29,22,16.8,87,0.6,447,0.0,비,눈 아님,봄,공휴일
2018-11-07,47,4,10.6,95,0.7,94,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-07,1430,14,28.3,43,1.6,1941,3.33,비 아님,눈 아님,여름,공휴일 아님
2017-12-20,228,13,-1.3,43,1.0,1777,0.8,비 아님,눈,겨울,공휴일 아님
2018-03-03,771,13,12.2,14,1.6,1896,2.75,비 아님,눈 아님,봄,공휴일 아님
2018-11-25,285,2,2.8,86,0.8,402,0.0,비 아님,눈,가을,공휴일 아님
2018-06-18,2040,17,29.5,36,3.7,1786,1.94,비 아님,눈 아님,여름,공휴일 아님
2017-12-11,325,7,-6.0,39,3.1,1996,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-09-16,989,12,23.7,64,1.9,1474,0.79,비 아님,눈 아님,가을,공휴일 아님
2018-09-03,264,5,23.9,70,1.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-06,222,1,-4.8,54,1.2,1219,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-01,271,17,1.8,33,3.3,1913,0.18,비 아님,눈 아님,겨울,공휴일
2018-04-06,508,20,4.3,59,4.6,991,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-03,731,13,24.9,78,1.5,1910,0.72,비 아님,눈 아님,가을,공휴일 아님
2018-10-03,1744,20,18.6,55,1.5,2000,0.0,비 아님,눈 아님,가을,공휴일
2018-04-05,46,14,8.0,95,1.5,514,0.35,비 아님,눈 아님,봄,공휴일 아님
2018-08-16,720,15,35.0,38,2.0,2000,2.8,비 아님,눈 아님,여름,공휴일 아님
2018-04-05,46,17,8.0,96,1.4,298,0.13,비,눈 아님,봄,공휴일 아님
2017-12-18,175,17,0.4,84,0.8,317,0.15,비 아님,눈,겨울,공휴일 아님
2017-12-08,384,20,-3.3,34,1.5,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-08,1117,13,21.7,44,2.1,2000,2.46,비 아님,눈 아님,봄,공휴일 아님
2018-10-15,1121,14,20.0,48,2.1,586,1.72,비 아님,눈 아님,가을,공휴일 아님
2017-12-10,119,12,2.3,88,0.3,245,0.28,비 아님,눈,겨울,공휴일 아님
2018-05-25,1533,16,24.3,27,4.1,1892,1.78,비 아님,눈 아님,봄,공휴일 아님
2018-02-08,270,9,-8.5,55,1.0,1482,0.4,비 아님,눈 아님,겨울,공휴일 아님
2017-12-29,282,21,1.0,77,1.5,297,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-13,102,9,-6.3,76,0.6,330,0.05,비,눈,겨울,공휴일 아님
2018-08-20,1704,17,32.1,44,2.6,1731,0.6,비 아님,눈 아님,여름,공휴일 아님
2018-10-26,1386,17,14.3,77,2.9,1966,0.5,비 아님,눈 아님,가을,공휴일 아님
2018-04-23,17,14,9.4,96,2.6,304,0.39,비,눈 아님,봄,공휴일 아님
2018-02-27,236,0,2.6,40,1.8,1095,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-04,1374,20,12.8,56,2.0,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-01,2149,8,20.6,55,0.7,1200,1.21,비 아님,눈 아님,여름,공휴일 아님
2018-10-07,932,10,18.1,56,2.6,1720,1.79,비 아님,눈 아님,가을,공휴일 아님
2018-01-31,132,23,-4.7,53,1.3,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-09-04,997,13,26.5,58,2.8,2000,2.87,비 아님,눈 아님,가을,공휴일 아님
2018-06-15,717,1,20.6,65,1.2,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-21,1011,17,36.3,36,3.1,1972,1.91,비 아님,눈 아님,여름,공휴일 아님
2018-01-17,204,0,3.5,62,0.4,382,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-09,559,16,31.6,73,3.0,1133,1.57,비 아님,눈 아님,여름,공휴일 아님
2018-05-23,32,0,15.8,97,2.4,181,0.0,비,눈 아님,봄,공휴일 아님
2018-10-18,244,3,8.6,74,0.6,1985,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-04,358,12,10.7,85,0.9,393,0.52,비 아님,눈 아님,봄,공휴일 아님
2017-12-03,200,10,4.4,89,2.2,257,0.24,비 아님,눈 아님,겨울,공휴일 아님
2018-03-04,429,13,10.8,84,1.2,400,0.44,비 아님,눈 아님,봄,공휴일 아님
2018-04-09,91,5,0.7,96,1.0,206,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-23,92,4,2.0,80,0.8,474,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-28,122,21,22.9,98,2.1,1146,0.0,비,눈 아님,여름,공휴일 아님
2018-04-28,1875,15,21.1,25,4.1,1885,2.96,비 아님,눈 아님,봄,공휴일 아님
2018-08-05,461,10,29.5,78,2.0,1091,1.28,비 아님,눈 아님,여름,공휴일 아님
2018-11-14,963,12,14.2,45,0.9,1531,1.86,비 아님,눈 아님,가을,공휴일 아님
2017-12-05,216,0,-6.1,42,2.6,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-12,517,2,26.3,84,0.3,1361,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-10,61,0,-5.2,82,0.8,152,0.0,비,눈,겨울,공휴일 아님
2017-12-14,294,14,-2.7,28,0.7,1857,0.65,비 아님,눈 아님,겨울,공휴일 아님
2018-04-14,203,15,8.6,88,3.2,1211,0.17,비 아님,눈 아님,봄,공휴일 아님
2018-01-06,356,13,0.9,28,2.4,1895,1.18,비 아님,눈 아님,겨울,공휴일 아님
2018-11-04,912,22,11.2,67,1.3,940,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-08-10,696,13,34.2,41,1.7,2000,2.31,비 아님,눈 아님,여름,공휴일 아님
2017-12-07,431,12,3.7,65,2.4,833,0.98,비 아님,눈,겨울,공휴일 아님
2018-11-01,1206,16,14.7,32,2.0,1934,1.13,비 아님,눈 아님,가을,공휴일 아님
2018-03-13,1215,8,8.0,48,0.4,711,0.12,비 아님,눈 아님,봄,공휴일 아님
2018-03-04,118,1,8.3,91,0.1,282,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-05-08,1457,16,22.0,41,1.7,2000,2.04,비 아님,눈 아님,봄,공휴일 아님
2018-07-14,1062,1,25.4,85,1.4,1663,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-26,250,11,-2.1,28,4.9,1887,0.87,비 아님,눈 아님,겨울,공휴일 아님
2018-06-10,138,5,18.4,70,1.4,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-10-30,881,12,8.5,34,1.5,1892,2.21,비 아님,눈 아님,가을,공휴일 아님
2018-04-25,1593,21,15.9,35,1.4,1999,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-08,99,6,-9.3,61,0.7,1684,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-19,341,12,4.3,28,1.5,1858,0.98,비 아님,눈 아님,겨울,공휴일 아님
2018-06-13,1269,10,23.0,57,2.2,1145,1.1,비 아님,눈 아님,여름,공휴일 아님
2018-05-19,1595,22,18.4,34,1.2,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-19,195,15,-1.3,26,3.0,2000,0.91,비 아님,눈,겨울,공휴일 아님
