Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1990-01-09,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0
GREATER PITTSBURGH,B-737-300,,1995-03-06,US AIRWAYS*,Pennsylvania,Take-off run,Large,Canada goose,Day,0,0,0,90.0
LOS ANGELES INTL,A-320,,2000-07-17,BUSINESS,California,Landing Roll,Medium,American crow,Dusk,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,,1998-12-04,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,130.0
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1994-11-17,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,1991-02-23,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210.0
ATLANTIC CITY INTL,DC-9,,1991-07-27,US AIRWAYS*,New Jersey,Landing Roll,Small,Tree swallow,Day,0,0,0,100.0
SAN FRANCISCO INTL ARPT,DC-10-10,,1991-11-04,UNITED AIRLINES,California,Approach,Small,European starling,Day,0,0,0,132.0
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,,2000-05-16,AIR CANADA,DC,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
WASHINGTON DULLES INTL ARPT,DC-10,,1999-09-12,UNITED AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1996-05-30,MILITARY,Louisiana,Take-off run,Small,Cattle egret,Day,0,0,0,100.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1996-08-12,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,135.0
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-07-26,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
LIHUE ARPT,B-737-200,,1996-10-25,UNKNOWN,Hawaii,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
NEW ORLEANS INTL,MD-80,,1993-08-28,AMERICAN AIRLINES,Louisiana,Take-off run,Small,Unknown bird - small,Day,0,0,0,
INDIANAPOLIS INTL,BE-90  KING,Minor,1990-05-07,BUSINESS,Indiana,Descent,Medium,Unknown bird - medium,Day,0,0,0,160.0
GREATER PITTSBURGH,B-737-400,,1997-05-11,PIEDMONT AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
HOUSTON-HOBBY,B-737-200,,2001-10-26,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
MINETA SAN JOSE INTL,B-737-300,,1998-04-12,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0
HONOLULU INTL ARPT,DC-9-10,,1990-10-20,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125.0
NASHVILLE INTL,B-737-200,,1996-08-22,SOUTHWEST AIRLINES,Tennessee,Take-off run,Small,Eastern meadowlark,Day,0,0,0,150.0
DENVER INTL AIRPORT,B-727,,2001-06-22,NORTHWEST AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,,2002-04-15,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Dawn,0,0,0,
NEW ORLEANS INTL,MD-80,,1990-10-05,AMERICAN AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
SEATTLE-TACOMA INTL,B-737-300,Minor,1995-12-13,SOUTHWEST AIRLINES,Washington,Approach,Large,Canada goose,Night,0,0,0,145.0
BALTIMORE WASH INTL,FOKKER F100,,1995-11-09,US AIRWAYS*,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,160.0
HONOLULU INTL ARPT,C-5,,1996-09-28,MILITARY,Hawaii,Approach,Medium,Unknown bird or bat,Day,0,0,0,
BALTIMORE WASH INTL,B-737-700,,2001-04-03,SOUTHWEST AIRLINES,Maryland,Approach,Large,Unknown bird - large,Night,0,0,0,230.0
INDIANAPOLIS INTL,B-727,,1997-06-19,FEDEX EXPRESS,Indiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,90.0
PORTLAND INTL (OR),FOKKER F28 MK 4000,,2001-07-21,HORIZON AIR,Oregon,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
ATLANTIC CITY INTL,C-21A,,1995-04-05,MILITARY,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
CHICAGO O'HARE INTL ARPT,MD-82,,2000-07-29,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,,2001-10-25,AIR CANADA,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
SAN ANTONIO INTL,MD-80,,2002-04-09,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,131.0
CHARLESTON AFB/INTL ARPT,C-141B,,1999-12-23,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Dusk,0,11361,11361,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1992-06-16,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,136.0
DALLAS/FORT WORTH INTL ARPT,B-727-200,,2002-06-25,FEDEX EXPRESS,Texas,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-300,,1996-04-26,SOUTHWEST AIRLINES,Missouri,Climb,Large,Unknown bird - large,Night,0,0,0,210.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,,1992-06-12,COMAIR AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,110.0
AUSTIN-BERGSTROM INTL,MD-88,,2001-08-29,DELTA AIR LINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
BARKSDALE AIR FORCE BASE ARPT,KC-10A,,1991-11-04,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,170.0
LAMBERT-ST LOUIS INTL,MD-80,Minor,2000-03-06,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
DALLAS/FORT WORTH INTL ARPT,MD-82,,1994-12-16,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,145.0
SACRAMENTO INTL,B-737-300,,1999-12-03,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0
KANSAS CITY INTL,B-737-300,,2000-07-09,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,Killdeer,Dusk,0,0,0,110.0
ORLANDO INTL,B-737-200,,1997-12-29,DELTA AIR LINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,132.0
LOS ANGELES INTL,B-737-300,,1997-09-24,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,250.0
BALTIMORE WASH INTL,DC-9,,1993-11-08,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
CHICAGO O'HARE INTL ARPT,B-727-200,Minor,1993-02-25,AMERICAN AIRLINES,Illinois,Descent,Large,Unknown bird - large,Dusk,0,0,0,
SACRAMENTO INTL,MD-80,,2001-02-05,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,B-727-100,Minor,2001-11-04,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,130,130,200.0
JOHN F KENNEDY INTL,B-727,,1995-10-06,DELTA AIR LINES,New York,Take-off run,Medium,Ring-billed gull,Day,0,0,0,
MINNEAPOLIS-ST PAUL INTL,DC-9-50,Minor,1999-08-16,NORTHWEST AIRLINES,Minnesota,Take-off run,Large,Canada goose,Day,0,0,0,140.0
JOHN F KENNEDY INTL,DC-10-10,,1995-08-23,AMERICAN AIRLINES,New York,Take-off run,Small,Mourning dove,Day,0,0,0,
INDIANAPOLIS INTL,DA-900,Minor,2000-01-09,BUSINESS,Indiana,Take-off run,Large,Coyote,Dawn,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,,1999-06-30,COMAIR AIRLINES,Kentucky,Take-off run,Small,American robin,Day,0,0,0,
PHILADELPHIA INTL,SHORTS 360,,1991-01-09,ALLEGHENYAIRLINES,Pennsylvania,Approach,Large,Unknown bird - large,Day,0,0,0,100.0
PORT COLUMBUS INTL,B-737-200,Substantial,1999-06-15,US AIRWAYS*,Ohio,Take-off run,Small,Unknown bird - small,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,B-757-200,,1998-06-01,AMERICAN AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1996-01-09,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,B-727-100,,2002-04-24,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,175.0
NASHVILLE INTL,B-727,,1991-05-06,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
EPPLEY AIRFIELD,B-727-200,,1997-07-23,FEDEX EXPRESS,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
DETROIT METRO WAYNE COUNTY ARPT,DC-9,,2001-04-08,NORTHWEST AIRLINES,Michigan,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),HAWKER 1000,Minor,1997-03-12,EXECUTIVE JET AVIATION,Oregon,Landing Roll,Medium,Unknown bird - medium,Night,0,9423,9423,
CHARLESTON AFB/INTL ARPT,C-141B,,1990-04-23,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,160.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1992-10-27,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1998-10-06,MILITARY,Louisiana,Approach,Small,Common nighthawk,Night,0,0,0,143.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-10-20,AMERICAN AIRLINES,Texas,Landing Roll,Small,Mourning dove,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2000-10-08,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,2002-02-07,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
GREATER PITTSBURGH,A-319,,2002-07-22,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,170.0
MEMPHIS INTL,B-757-200,,1995-10-06,UPS AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,210.0
JOHN F KENNEDY INTL,BA-41 JETSTR,,1996-05-14,TRANS STATES AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,
DENVER INTL AIRPORT,B-737-300,,2000-08-30,AMERICA WEST AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Night,0,0,0,
GREATER PITTSBURGH,DHC8 DASH 8,,2002-03-25,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Killdeer,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,2001-06-06,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,145.0
INDIANAPOLIS INTL,B-737-300,,2000-08-16,US AIRWAYS*,Indiana,Climb,Large,Unknown bird - large,Dusk,0,0,0,
MINNEAPOLIS-ST PAUL INTL,SAAB-340,,2001-08-07,MESABA AIRLINES,Minnesota,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
TETERBORO AIRPORT,C-560,Minor,2002-01-13,EXECUTIVE JET AVIATION,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
GREATER PITTSBURGH,FOKKER F100,Minor,1996-11-03,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
DENVER INTL AIRPORT,BE-1900,,2002-06-17,GREAT LAKES AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,115.0
WASHINGTON DULLES INTL ARPT,B-727,,2002-05-07,FEDEX EXPRESS,DC,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,,2002-05-06,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,2002-05-23,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,2001-11-19,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,115.0
BALTIMORE WASH INTL,A-320,,2001-04-15,AMERICA WEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,
HONOLULU INTL ARPT,B-747-300,Medium,1999-08-14,JAPAN AIRLINES,Hawaii,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,215.0
HOUSTON-HOBBY,B-737-200,,1994-08-19,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1997-09-02,MILITARY,Louisiana,Approach,Small,Common nighthawk,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,B-747,,2001-12-08,UNITED AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,A-319,,2002-03-26,AMERICA WEST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,
WILL ROGERS WORLD ARPT,CL-RJ100/200,,1995-06-23,COMAIR AIRLINES,Oklahoma,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-01-23,DELTA AIR LINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-135,,1992-08-04,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100.0
GREATER PITTSBURGH,KC-135E,,2002-05-22,MILITARY,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,155.0
HONOLULU INTL ARPT,B-737,,1998-05-28,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1995-08-07,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,120.0
LAGUARDIA NY,A-320,Minor,2000-10-28,US AIRWAYS*,New York,Approach,Small,Unknown bird - small,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,MD-80,,1994-09-12,AMERICAN AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
BALTIMORE WASH INTL,MD-83,,1997-07-25,AMERICAN AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
METRO OAKLAND INTL,B-737-700,,1999-10-12,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
SACRAMENTO INTL,MD-80,,1990-09-28,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
SAN FRANCISCO INTL ARPT,A-319,,2002-01-15,AMERICA WEST AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125.0
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,,2001-04-01,ATLANTIC COAST AIRLINES,DC,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,135.0
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,,2002-07-08,ATLANTIC COAST AIRLINES,DC,Take-off run,Small,Mourning dove,Day,0,0,0,
ATLANTA INTL,B-757-200,,2001-08-16,DELTA AIR LINES,Georgia,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,80.0
SACRAMENTO INTL,B-737,,1995-12-30,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
MINETA SAN JOSE INTL,MERLIN III,,1990-08-25,SKYWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,103.0
CHICAGO O'HARE INTL ARPT,FOKKER F100,,1996-07-15,AMERICAN AIRLINES,Illinois,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SAN ANTONIO INTL,MD-83,,1993-05-04,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,161,0,161,130.0
PORTLAND INTL (OR),DHC8 DASH 8,,2000-07-13,HORIZON AIR,Oregon,Approach,Small,Unknown bird - small,Dawn,0,0,0,
SALT LAKE CITY INTL,CL-RJ100/200,,1999-05-29,SKYWEST AIRLINES,Utah,Climb,Small,European starling,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,1996-10-28,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,B-757-200,,1998-03-21,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-10-31,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,230.0
CHARLESTON AFB/INTL ARPT,C-141B,,1998-08-17,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,
NASHVILLE INTL,MD-80,,1992-06-01,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
CHICAGO O'HARE INTL ARPT,B-757-200,,1992-07-16,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
SACRAMENTO INTL,B-737-800,,2000-12-09,DELTA AIR LINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,CL-RJ100/200,,1996-05-31,AIR CANADA,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,T-43A,,1993-06-22,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,120.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,2000-12-01,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
SACRAMENTO INTL,T-38A,,2001-04-06,MILITARY,California,Climb,Small,Unknown bird - small,Day,0,0,0,175.0
CHARLOTTE/DOUGLAS INTL ARPT,C-650,,1991-10-26,BUSINESS,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
CHARLOTTE/DOUGLAS INTL ARPT,MU2,,1993-10-06,BUSINESS,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
NEWARK LIBERTY INTL ARPT,ATR-42,,1999-12-14,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOGAN INTL,B-737-300,,1996-07-26,US AIRWAYS*,Massachusetts,Approach,Small,European starling,Day,0,0,0,140.0
FORT LAUDERDALE/HOLLYWOOD INTL,C-402,,1992-10-31,BUSINESS,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,
ATLANTA INTL,B-737-200,,2000-10-24,US AIRWAYS*,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
LAMBERT-ST LOUIS INTL,L-1011,,1994-07-18,TRANS WORLD AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,125.0
WILL ROGERS WORLD ARPT,B-737-300,,1990-06-12,SOUTHWEST AIRLINES,Oklahoma,Approach,Small,Mourning dove,Day,0,0,0,135.0
FORT LAUDERDALE/HOLLYWOOD INTL,PA-31 NAVAJO,,1999-11-04,PRIVATELY OWNED,Florida,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,B-737,,2000-01-21,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,BA-146,,2001-09-22,MESABA AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
PORTLAND INTL (OR),MD-83,Substantial,1999-02-24,ALASKA AIRLINES,Oregon,Approach,Small,Barn owl,Night,0,48022,48022,
NEWARK LIBERTY INTL ARPT,B-777-200,,1999-10-07,CONTINENTAL AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
CHICAGO O'HARE INTL ARPT,B-737,,1993-05-21,US AIRWAYS*,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
BALTIMORE WASH INTL,DC-10-10,Medium,1999-05-13,UNITED AIRLINES,Maryland,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,120.0
EPPLEY AIRFIELD,HAWKER 1000,,2002-06-23,BUSINESS,Nebraska,Climb,Small,American robin,Day,0,0,0,150.0
CHARLESTON AFB/INTL ARPT,C-17A,,2001-06-14,MILITARY,South Carolina,Take-off run,Small,Cattle egret,Day,0,4165,4165,120.0
PORTLAND INTL (OR),MD-80,,1993-06-06,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,
ATLANTA INTL,B-727,,1995-08-31,DELTA AIR LINES,Georgia,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,180.0
LAMBERT-ST LOUIS INTL,EMB-145,,2001-08-30,CHAUTAUQUA AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,165.0
PORTLAND INTL (OR),A-320,,2001-09-10,NORTHWEST AIRLINES,Oregon,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
CHICAGO MIDWAY INTL ARPT,B-737,,1997-08-18,SOUTHWEST AIRLINES,Illinois,Climb,Small,American kestrel,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,C-130H,,1991-04-17,MILITARY,Illinois,Approach,Medium,Unknown bird - medium,Night,0,3388,3388,240.0
SACRAMENTO INTL,MD-90-30,,2000-11-24,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LAMBERT-ST LOUIS INTL,FOKKER F100,,1996-06-20,AMERICAN AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,200.0
DALLAS/FORT WORTH INTL ARPT,B-767,,1994-05-25,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOS ANGELES INTL,B-737-200,Minor,1990-09-16,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,320.0
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,1998-07-07,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0
ATLANTA INTL,B-757-200,,2000-10-27,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
SAN ANTONIO INTL,B-727,,1996-09-20,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,,2001-11-05,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,150.0
BARKSDALE AIR FORCE BASE ARPT,F-15C,,1999-10-22,MILITARY,Louisiana,Climb,Small,Chimney swift,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-10,,1991-11-17,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,BA-31 JETSTR,,1995-10-25,ATLANTIC COAST AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1993-10-10,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
GREATER PITTSBURGH,MD-82,,1999-09-13,US AIRWAYS*,Pennsylvania,Landing Roll,Large,Canada goose,Day,0,0,0,
ATLANTA INTL,B-767,,1990-05-05,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,,1995-10-17,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
GREATER PITTSBURGH,DC-9,,1998-09-20,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
NASHVILLE INTL,PA-42,,1999-11-24,BUSINESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
RONALD REAGAN WASHINGTON NATL,MD-80,,1995-05-03,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Night,0,0,0,140.0
PHOENIX SKY HARBOR,B-737-300,,2000-10-01,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,HAWKER 1000,,1998-09-28,BUSINESS,DC,Climb,Small,Unknown bird - small,Night,0,0,0,145.0
SALT LAKE CITY INTL,B-757-200,,1993-11-01,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
INDIANAPOLIS INTL,DC-9-30,,1993-09-16,US AIRWAYS*,Indiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,129.0
LOGAN INTL,A-320,,1995-05-25,NORTHWEST AIRLINES,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-737,,2000-08-10,AMERICA WEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,B-737-300,,1995-09-28,AMERICA WEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141B,,1993-07-29,MILITARY,South Carolina,Take-off run,Medium,Red-tailed hawk,Dawn,0,0,0,70.0
BALTIMORE WASH INTL,B-737-300,Medium,1998-11-03,SOUTHWEST AIRLINES,Maryland,Approach,Small,Rock pigeon,Night,0,0,0,140.0
DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,,2000-03-24,MESABA AIRLINES,Michigan,Climb,Small,Unknown bird - small,Night,0,0,0,160.0
PORTLAND INTL (OR),FOKKER F28 MK 1000,,1992-06-15,HORIZON AIR,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0
SACRAMENTO INTL,B-737-300,Minor,1998-12-18,AMERICA WEST AIRLINES,California,Climb,Large,Unknown bird - large,Dusk,0,0,0,210.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,,1996-04-27,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,A-319,Medium,2001-03-09,US AIRWAYS*,North Carolina,Take-off run,Medium,Ring-billed gull,Day,0,0,0,125.0
